symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
FLAIR,INE00Y201027,2026-03-19,NSE,EQ,EQ,sell,false,1.000000,310.000000,200077915,1100000000426226,2026-03-19T09:15:05
FLAIR,INE00Y201027,2026-03-19,NSE,EQ,EQ,sell,false,15.000000,310.000000,200077916,1100000000426226,2026-03-19T09:15:05
FLAIR,INE00Y201027,2026-03-19,NSE,EQ,EQ,sell,false,20.000000,308.899994,200077917,1100000000426226,2026-03-19T09:15:05
SPORTKING,INE885H01029,2026-03-19,NSE,EQ,EQ,sell,false,58.000000,113.279999,600056065,1300000000375836,2026-03-19T09:15:07
NAHARSPING,INE290A01027,2026-03-19,NSE,EQ,EQ,sell,false,1.000000,197.479996,400067343,1200000000310078,2026-03-19T09:15:07
NAHARSPING,INE290A01027,2026-03-19,NSE,EQ,EQ,sell,false,1.000000,197.479996,400140146,1200000000310078,2026-03-19T09:15:07
NAHARSPING,INE290A01027,2026-03-19,NSE,EQ,EQ,sell,false,2.000000,197.479996,400128380,1200000000310078,2026-03-19T09:15:07
NAHARSPING,INE290A01027,2026-03-19,NSE,EQ,EQ,sell,false,2.000000,197.479996,400154682,1200000000310078,2026-03-19T09:15:07
NAHARSPING,INE290A01027,2026-03-19,NSE,EQ,EQ,sell,false,25.000000,197.479996,400098528,1200000000310078,2026-03-19T09:15:07
NAHARSPING,INE290A01027,2026-03-19,NSE,EQ,EQ,sell,false,31.000000,197.990005,400154699,1200000000310074,2026-03-19T09:15:07
NAHARSPING,INE290A01027,2026-03-19,NSE,EQ,EQ,sell,false,5.000000,197.479996,400136925,1200000000310078,2026-03-19T09:15:07
APEX,INE346W01013,2026-03-19,NSE,EQ,EQ,sell,false,31.000000,356.450012,96039,1000000000332637,2026-03-19T09:15:10
JARO,INE00YJ01010,2026-03-19,NSE,EQ,EQ,sell,false,23.000000,473.450012,200141165,1100000000752928,2026-03-19T09:15:23
TVSELECT,INE236G01019,2026-03-19,NSE,EQ,EQ,sell,false,16.000000,398.549988,600214047,1300000000645393,2026-03-19T09:15:26
TVSELECT,INE236G01019,2026-03-19,NSE,EQ,EQ,sell,false,15.000000,394.549988,600136643,1300000000726190,2026-03-19T09:15:32
ACMESOLAR,INE622W01025,2026-03-19,NSE,EQ,EQ,sell,false,26.000000,259.299988,928890,1000000008629778,2026-03-19T09:32:06
ACMESOLAR,INE622W01025,2026-03-19,NSE,EQ,EQ,sell,false,50.000000,259.299988,928847,1000000008629778,2026-03-19T09:32:06
ACMESOLAR,INE622W01025,2026-03-19,NSE,EQ,EQ,sell,false,9.000000,259.299988,928037,1000000008629778,2026-03-19T09:32:06
JARO,INE00YJ01010,2026-03-19,NSE,EQ,EQ,sell,false,13.000000,471.100006,202728495,1100000024079599,2026-03-19T10:02:21
SUNTV,INE424H01027,2026-03-19,BSE,EQ,A,sell,false,4.000000,605.599976,2494300,1773894709095578479,2026-03-19T11:00:46
SUNTV,INE424H01027,2026-03-19,BSE,EQ,A,sell,false,9.000000,605.650024,2494100,1773894709095578479,2026-03-19T11:00:46
TVSELECT,INE236G01019,2026-03-19,NSE,EQ,EQ,buy,false,24.000000,393.000000,603808729,1300000046459258,2026-03-19T11:53:05
TVSELECT,INE236G01019,2026-03-19,NSE,EQ,EQ,buy,false,7.000000,392.950012,603808728,1300000046459258,2026-03-19T11:53:05
PARKHOTELS,INE988S01028,2026-03-19,NSE,EQ,EQ,buy,false,39.000000,113.290001,403852689,1200000047482467,2026-03-19T12:31:19
PARKHOTELS,INE988S01028,2026-03-19,NSE,EQ,EQ,buy,false,47.000000,113.300003,403852690,1200000047482467,2026-03-19T12:31:19
PARKHOTELS,INE988S01028,2026-03-19,NSE,EQ,EQ,buy,false,8.000000,113.300003,403852691,1200000047482467,2026-03-19T12:31:19
CAPACITE,INE264T01014,2026-03-19,NSE,EQ,EQ,buy,false,11.000000,230.800003,3950055,1000000047619407,2026-03-19T12:31:40
CAPACITE,INE264T01014,2026-03-19,NSE,EQ,EQ,buy,false,1.000000,230.800003,3950056,1000000047619407,2026-03-19T12:31:40
CAPACITE,INE264T01014,2026-03-19,NSE,EQ,EQ,buy,false,31.000000,230.880005,3950057,1000000047619407,2026-03-19T12:31:40
CAPACITE,INE264T01014,2026-03-19,NSE,EQ,EQ,buy,false,3.000000,230.800003,3950054,1000000047619407,2026-03-19T12:31:40
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,1.000000,211.860001,604521227,1300000056164310,2026-03-19T12:31:48
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,1.000000,211.869995,604521229,1300000056164310,2026-03-19T12:31:48
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,1.000000,211.869995,604521232,1300000056164310,2026-03-19T12:31:48
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,1.000000,211.880005,604521234,1300000056164310,2026-03-19T12:31:48
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,1.000000,211.889999,604521235,1300000056164310,2026-03-19T12:31:48
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,29.000000,211.869995,604521233,1300000056164310,2026-03-19T12:31:48
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,3.000000,211.869995,604521230,1300000056164310,2026-03-19T12:31:48
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,4.000000,211.869995,604521231,1300000056164310,2026-03-19T12:31:48
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,4.000000,211.889999,604521236,1300000056164310,2026-03-19T12:31:48
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,5.000000,211.860001,604521228,1300000056164310,2026-03-19T12:31:48
THOMASCOOK,INE332A01027,2026-03-19,NSE,EQ,EQ,buy,false,31.000000,99.250000,604522809,1300000056163774,2026-03-19T12:31:55
THOMASCOOK,INE332A01027,2026-03-19,NSE,EQ,EQ,buy,false,76.000000,99.260002,604522810,1300000056163774,2026-03-19T12:31:55
SPORTKING,INE885H01029,2026-03-19,NSE,EQ,EQ,sell,false,22.000000,116.070000,604753757,1300000059729116,2026-03-19T12:46:57
SPORTKING,INE885H01029,2026-03-19,NSE,EQ,EQ,sell,false,29.000000,116.089996,604753756,1300000059729116,2026-03-19T12:46:57
ASKAUTOLTD,INE491J01022,2026-03-19,NSE,EQ,EQ,buy,false,17.000000,420.549988,4571616,1000000055990230,2026-03-19T13:19:31
CAPACITE,INE264T01014,2026-03-19,NSE,EQ,EQ,buy,false,35.000000,229.850006,4561507,1000000055990096,2026-03-19T13:19:31
EUREKAFORB,INE0KCE01017,2026-03-19,NSE,EQ,EQ,buy,false,13.000000,468.850006,207233989,1100000074871527,2026-03-19T13:19:31
EUREKAFORB,INE0KCE01017,2026-03-19,NSE,EQ,EQ,buy,false,2.000000,468.899994,207233990,1100000074871527,2026-03-19T13:19:31
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,10.000000,210.550003,605298132,1300000067367550,2026-03-19T13:19:32
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,1.000000,210.539993,605298129,1300000067367550,2026-03-19T13:19:32
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,2.000000,210.550003,605298131,1300000067367550,2026-03-19T13:19:32
STARCEMENT,INE460H01021,2026-03-19,NSE,EQ,EQ,buy,false,25.000000,210.550003,605298130,1300000067367550,2026-03-19T13:19:32
THOMASCOOK,INE332A01027,2026-03-19,NSE,EQ,EQ,buy,false,39.000000,99.199997,605298118,1300000067367317,2026-03-19T13:19:32
THOMASCOOK,INE332A01027,2026-03-19,NSE,EQ,EQ,buy,false,46.000000,99.190002,605298117,1300000067367317,2026-03-19T13:19:32
SPORTKING,INE885H01029,2026-03-19,NSE,EQ,EQ,sell,false,28.000000,116.309998,606390921,1300000080341550,2026-03-19T14:13:38
SPORTKING,INE885H01029,2026-03-19,NSE,EQ,EQ,sell,false,37.000000,116.260002,606390922,1300000080341550,2026-03-19T14:13:38
JINDRILL,INE742C01031,2026-03-19,NSE,EQ,EQ,buy,false,8.000000,465.500000,210024541,1100000102590637,2026-03-19T14:55:45
SOLARA,INE624Z01016,2026-03-19,NSE,EQ,EQ,buy,false,10.000000,449.700012,607406875,1300000091314484,2026-03-19T14:55:45
JINDRILL,INE742C01031,2026-03-19,NSE,EQ,EQ,sell,false,1.000000,472.899994,210952299,1100000108884044,2026-03-19T15:11:35
JINDRILL,INE742C01031,2026-03-19,NSE,EQ,EQ,sell,false,2.000000,472.899994,210952298,1100000108884044,2026-03-19T15:11:35
JINDRILL,INE742C01031,2026-03-19,NSE,EQ,EQ,sell,false,5.000000,472.850006,210952300,1100000108884044,2026-03-19T15:11:35
CIEINDIA,INE536H01010,2026-03-20,NSE,EQ,EQ,sell,false,13.000000,477.100006,953973,1000000003510391,2026-03-20T09:38:48
THOMASCOOK,INE332A01027,2026-03-20,NSE,EQ,EQ,sell,false,111.000000,102.349998,601186528,1300000004085658,2026-03-20T09:39:46
THOMASCOOK,INE332A01027,2026-03-20,NSE,EQ,EQ,sell,false,14.000000,102.339996,601186529,1300000004085658,2026-03-20T09:39:46
THOMASCOOK,INE332A01027,2026-03-20,NSE,EQ,EQ,sell,false,25.000000,102.370003,601186526,1300000004085658,2026-03-20T09:39:46
THOMASCOOK,INE332A01027,2026-03-20,NSE,EQ,EQ,sell,false,42.000000,102.360001,601186527,1300000004085658,2026-03-20T09:39:46
SAIL,INE114A01011,2026-03-20,NSE,EQ,EQ,sell,false,135.000000,156.369995,601248715,1300000004093003,2026-03-20T09:41:39
SAIL,INE114A01011,2026-03-20,NSE,EQ,EQ,sell,false,60.000000,156.380005,601248714,1300000004093003,2026-03-20T09:41:39
JINDRILL,INE742C01031,2026-03-20,NSE,EQ,EQ,buy,false,15.000000,479.649994,201831816,1100000015796379,2026-03-20T09:43:18
JINDRILL,INE742C01031,2026-03-20,NSE,EQ,EQ,buy,false,6.000000,479.649994,201827378,1100000015796379,2026-03-20T09:43:18
RVNL,INE415G01027,2026-03-20,NSE,EQ,EQ,buy,false,38.000000,268.850006,601297391,1300000012921442,2026-03-20T09:43:18
PARAS,INE045601023,2026-03-20,NSE,EQ,EQ,buy,false,16.000000,637.650024,401123164,1200000011879330,2026-03-20T09:43:19
AEGISVOPAK,INE0INX01018,2026-03-20,NSE,EQ,EQ,buy,false,57.000000,179.729996,1104460,1000000011066451,2026-03-20T09:44:23
STARCEMENT,INE460H01021,2026-03-20,NSE,EQ,EQ,sell,false,22.000000,215.130005,603213345,1300000037288746,2026-03-20T11:10:45
STARCEMENT,INE460H01021,2026-03-20,NSE,EQ,EQ,sell,false,3.000000,215.139999,603213344,1300000037288746,2026-03-20T11:10:45
STARCEMENT,INE460H01021,2026-03-20,NSE,EQ,EQ,sell,false,63.000000,215.149994,603213343,1300000037288746,2026-03-20T11:10:45
JINDRILL,INE742C01031,2026-03-20,NSE,EQ,EQ,buy,false,9.000000,474.950012,205279393,1100000050740354,2026-03-20T11:22:56
JAYSREETEA,INE364A01020,2026-03-20,NSE,EQ,EQ,sell,false,1.000000,79.699997,209603174,1100000096392334,2026-03-20T14:40:14
JAYSREETEA,INE364A01020,2026-03-20,NSE,EQ,EQ,sell,false,202.000000,79.010002,209603175,1100000096392334,2026-03-20T14:40:14
JAYSREETEA,INE364A01020,2026-03-20,NSE,EQ,EQ,sell,false,68.000000,79.820000,209603172,1100000096392334,2026-03-20T14:40:14
JAYSREETEA,INE364A01020,2026-03-20,NSE,EQ,EQ,sell,false,70.000000,79.910004,209603171,1100000096392334,2026-03-20T14:40:14
JAYSREETEA,INE364A01020,2026-03-20,NSE,EQ,EQ,sell,false,74.000000,79.809998,209603173,1100000096392334,2026-03-20T14:40:14
JAYSREETEA,INE364A01020,2026-03-20,NSE,EQ,EQ,sell,false,74.000000,79.919998,209603170,1100000096392334,2026-03-20T14:40:14
CHEMPLASTS,INE488A01050,2026-03-20,NSE,EQ,EQ,buy,false,1.000000,286.489990,5520426,1000000074972261,2026-03-20T14:49:40
CHEMPLASTS,INE488A01050,2026-03-20,NSE,EQ,EQ,buy,false,33.000000,286.500000,5520427,1000000074972261,2026-03-20T14:49:40
ELECTCAST,INE086A01029,2026-03-20,NSE,EQ,EQ,buy,false,135.000000,75.470001,209926879,1100000113791541,2026-03-20T14:49:41
GPIL,INE177H01039,2026-03-20,NSE,EQ,EQ,buy,false,35.000000,262.350006,209933202,1100000113790573,2026-03-20T14:50:09
PREMIERPOL,INE309M01020,2026-03-20,NSE,EQ,EQ,buy,false,100.000000,60.080002,406561607,1200000088186070,2026-03-20T14:56:19
PREMIERPOL,INE309M01020,2026-03-20,NSE,EQ,EQ,buy,false,1.000000,60.099998,406561608,1200000088186070,2026-03-20T14:56:19
PREMIERPOL,INE309M01020,2026-03-20,NSE,EQ,EQ,buy,false,3.000000,60.099998,406561609,1200000088186070,2026-03-20T14:56:19
PREMIERPOL,INE309M01020,2026-03-20,NSE,EQ,EQ,buy,false,64.000000,60.070000,406561606,1200000088186070,2026-03-20T14:56:19
PREMIERENE,INE0BS701011,2026-03-24,BSE,EQ,A,sell,false,9.000000,887.049988,1132400,1774323000005352696,2026-03-24T09:22:11
ORIENTCER,INE569C01020,2026-03-24,NSE,EQ,EQ,buy,false,1.000000,37.869999,404059049,1200000055407574,2026-03-24T12:04:57
ORIENTCER,INE569C01020,2026-03-24,NSE,EQ,EQ,buy,false,1.000000,37.869999,404059055,1200000055407574,2026-03-24T12:04:57
ORIENTCER,INE569C01020,2026-03-24,NSE,EQ,EQ,buy,false,1.000000,37.869999,404064252,1200000055407574,2026-03-24T12:04:57
ORIENTCER,INE569C01020,2026-03-24,NSE,EQ,EQ,buy,false,1.000000,37.869999,404064643,1200000055407574,2026-03-24T12:04:57
ORIENTCER,INE569C01020,2026-03-24,NSE,EQ,EQ,buy,false,1.000000,37.869999,404064756,1200000055407574,2026-03-24T12:04:57
ORIENTCER,INE569C01020,2026-03-24,NSE,EQ,EQ,buy,false,16.000000,37.869999,404059048,1200000055407574,2026-03-24T12:04:57
ORIENTCER,INE569C01020,2026-03-24,NSE,EQ,EQ,buy,false,18.000000,37.869999,404064251,1200000055407574,2026-03-24T12:04:57
ORIENTCER,INE569C01020,2026-03-24,NSE,EQ,EQ,buy,false,19.000000,37.869999,404064641,1200000055407574,2026-03-24T12:04:57
ORIENTCER,INE569C01020,2026-03-24,NSE,EQ,EQ,buy,false,2.000000,37.869999,404064642,1200000055407574,2026-03-24T12:04:57
ORIENTCER,INE569C01020,2026-03-24,NSE,EQ,EQ,buy,false,220.000000,37.869999,404081943,1200000055407574,2026-03-24T12:04:57
HGM,INE596H01014,2026-03-24,NSE,EQ,EQ,buy,false,14.000000,55.980000,205872389,1100000064333953,2026-03-24T12:04:58
HGM,INE596H01014,2026-03-24,NSE,EQ,EQ,buy,false,155.000000,55.980000,205872391,1100000064333953,2026-03-24T12:04:58
HGM,INE596H01014,2026-03-24,NSE,EQ,EQ,buy,false,20.000000,55.980000,205872390,1100000064333953,2026-03-24T12:04:58
ORIENTCER,INE569C01020,2026-03-24,NSE,EQ,EQ,buy,false,266.000000,37.830002,407168284,1200000099820910,2026-03-24T14:42:36
SHILPAMED,INE790G01031,2026-03-24,NSE,EQ,EQ,buy,false,20.000000,343.000000,608260406,1300000108902067,2026-03-24T14:42:36
SHILPAMED,INE790G01031,2026-03-24,NSE,EQ,EQ,buy,false,9.000000,343.000000,608260407,1300000108902067,2026-03-24T14:42:36
APEX,INE346W01013,2026-03-24,NSE,EQ,EQ,buy,false,26.000000,383.899994,6984031,1000000096327985,2026-03-24T14:42:36
GOCLCORP,INE077F01035,2026-03-24,NSE,EQ,EQ,buy,false,39.000000,256.750000,210269418,1100000118107843,2026-03-24T14:42:36
SHREERAMA,INE879A01019,2026-03-24,NSE,EQ,EQ,buy,false,158.000000,48.160000,608281157,1300000108900764,2026-03-24T14:42:36
SHREERAMA,INE879A01019,2026-03-24,NSE,EQ,EQ,buy,false,51.000000,48.160000,608265452,1300000108900764,2026-03-24T14:42:36
IOLCP,INE485C01029,2026-03-24,NSE,EQ,EQ,buy,false,130.000000,77.180000,210405609,1100000118108215,2026-03-24T14:42:37
GOCLCORP,INE077F01035,2026-03-24,NSE,EQ,EQ,sell,false,31.000000,263.100006,210688145,1100000122766754,2026-03-24T14:56:29
GOCLCORP,INE077F01035,2026-03-24,NSE,EQ,EQ,sell,false,8.000000,263.149994,210688144,1100000122766754,2026-03-24T14:56:29
SHREERAMA,INE879A01019,2026-03-24,NSE,EQ,EQ,sell,false,209.000000,50.130001,609228701,1300000110273295,2026-03-24T15:12:18
HGM,INE596H01014,2026-03-24,BSE,EQ,B,buy,false,110.000000,54.160000,5298900,1774340766821456455,2026-03-24T15:15:37
HGM,INE596H01014,2026-03-24,BSE,EQ,B,buy,false,26.000000,54.160000,5299300,1774340766821456455,2026-03-24T15:15:37
HGM,INE596H01014,2026-03-24,BSE,EQ,B,buy,false,64.000000,54.160000,5299100,1774340766821456455,2026-03-24T15:15:37
GPIL,INE177H01039,2026-03-25,NSE,EQ,EQ,sell,false,35.000000,271.000000,200957622,1100000006575485,2026-03-25T09:26:23
GULPOLY,INE255D01024,2026-03-25,NSE,EQ,EQ,sell,false,33.000000,148.449997,202684676,1100000024548372,2026-03-25T10:09:29
SIGMA,INE0A0S01028,2026-03-25,NSE,EQ,EQ,buy,false,107.000000,40.750000,602950490,1300000028113229,2026-03-25T10:29:22
SIGMA,INE0A0S01028,2026-03-25,NSE,EQ,EQ,buy,false,2.000000,40.750000,602950489,1300000028113229,2026-03-25T10:29:22
SIGMA,INE0A0S01028,2026-03-25,NSE,EQ,EQ,buy,false,2.000000,40.779999,602950492,1300000028113229,2026-03-25T10:29:22
SIGMA,INE0A0S01028,2026-03-25,NSE,EQ,EQ,buy,false,2.000000,40.799999,602950494,1300000028113229,2026-03-25T10:29:22
SIGMA,INE0A0S01028,2026-03-25,NSE,EQ,EQ,buy,false,2.000000,40.820000,602950495,1300000028113229,2026-03-25T10:29:22
SIGMA,INE0A0S01028,2026-03-25,NSE,EQ,EQ,buy,false,34.000000,40.790001,602950493,1300000028113229,2026-03-25T10:29:22
SIGMA,INE0A0S01028,2026-03-25,NSE,EQ,EQ,buy,false,49.000000,40.759998,602950491,1300000028113229,2026-03-25T10:29:22
SIGMA,INE0A0S01028,2026-03-25,NSE,EQ,EQ,buy,false,50.000000,40.830002,602950496,1300000028113229,2026-03-25T10:29:22
SHREERAMA,INE879A01019,2026-03-25,NSE,EQ,EQ,buy,false,186.000000,53.410000,604609549,1300000046418605,2026-03-25T11:39:51
ASKAUTOLTD,INE491J01022,2026-03-25,NSE,EQ,EQ,sell,false,17.000000,440.500000,4006768,1000000042430033,2026-03-25T11:50:21
JINDRILL,INE742C01031,2026-03-25,BSE,EQ,B,sell,false,30.000000,503.049988,5097200,1774415032200806205,2026-03-25T11:53:17
SOLARA,INE624Z01016,2026-03-25,NSE,EQ,EQ,sell,false,1.000000,455.799988,605004822,1300000050637229,2026-03-25T11:59:19
SOLARA,INE624Z01016,2026-03-25,NSE,EQ,EQ,sell,false,1.000000,455.850006,605004820,1300000050637229,2026-03-25T11:59:19
SOLARA,INE624Z01016,2026-03-25,NSE,EQ,EQ,sell,false,2.000000,455.899994,605004819,1300000050637229,2026-03-25T11:59:19
SOLARA,INE624Z01016,2026-03-25,NSE,EQ,EQ,sell,false,6.000000,455.799988,605004821,1300000050637229,2026-03-25T11:59:19
GILLANDERS,INE047B01011,2026-03-25,NSE,EQ,EQ,buy,false,24.000000,85.550003,205936591,1100000061364335,2026-03-25T12:13:20
GILLANDERS,INE047B01011,2026-03-25,NSE,EQ,EQ,buy,false,50.000000,85.750000,205936592,1100000061364335,2026-03-25T12:13:20
GILLANDERS,INE047B01011,2026-03-25,NSE,EQ,EQ,buy,false,5.000000,85.500000,205936589,1100000061364335,2026-03-25T12:13:20
GILLANDERS,INE047B01011,2026-03-25,NSE,EQ,EQ,buy,false,5.000000,85.510002,205936590,1100000061364335,2026-03-25T12:13:20
GILLANDERS,INE047B01011,2026-03-25,NSE,EQ,EQ,buy,false,62.000000,85.750000,205940491,1100000061364335,2026-03-25T12:13:20
GOCLCORP,INE077F01035,2026-03-25,NSE,EQ,EQ,buy,false,43.000000,284.899994,205936572,1100000061364064,2026-03-25T12:13:20
SHREERAMA,INE879A01019,2026-03-25,NSE,EQ,EQ,buy,false,19.000000,53.730000,605279908,1300000054921772,2026-03-25T12:13:20
SHREERAMA,INE879A01019,2026-03-25,NSE,EQ,EQ,buy,false,200.000000,53.730000,605279907,1300000054921772,2026-03-25T12:13:20
SHREERAMA,INE879A01019,2026-03-25,NSE,EQ,EQ,buy,false,32.000000,53.740002,605298390,1300000054921772,2026-03-25T12:14:04
POLYPLEX,INE633B01018,2026-03-25,NSE,EQ,EQ,sell,false,9.000000,818.099976,405950810,1200000055596392,2026-03-25T13:28:42
APEX,INE346W01013,2026-03-25,BSE,EQ,B,sell,false,26.000000,399.000000,12766500,1774422865329984722,2026-03-25T14:08:45
GILLANDERS,INE047B01011,2026-03-25,NSE,EQ,EQ,buy,false,3.000000,83.949997,208732636,1100000095554907,2026-03-25T14:13:32
GILLANDERS,INE047B01011,2026-03-25,NSE,EQ,EQ,buy,false,39.000000,84.559998,208740697,1100000095554907,2026-03-25T14:13:32
GILLANDERS,INE047B01011,2026-03-25,NSE,EQ,EQ,buy,false,47.000000,83.949997,208732635,1100000095554907,2026-03-25T14:13:32
FLAIR,INE00Y201027,2026-03-25,NSE,EQ,EQ,sell,false,10.000000,292.000000,210325354,1100000094908914,2026-03-25T15:05:24
FLAIR,INE00Y201027,2026-03-25,NSE,EQ,EQ,sell,false,11.000000,292.000000,210325358,1100000094908914,2026-03-25T15:05:24
FLAIR,INE00Y201027,2026-03-25,NSE,EQ,EQ,sell,false,1.000000,292.000000,210325353,1100000094908914,2026-03-25T15:05:24
FLAIR,INE00Y201027,2026-03-25,NSE,EQ,EQ,sell,false,1.000000,292.000000,210325355,1100000094908914,2026-03-25T15:05:24
FLAIR,INE00Y201027,2026-03-25,NSE,EQ,EQ,sell,false,1.000000,292.000000,210325356,1100000094908914,2026-03-25T15:05:24
FLAIR,INE00Y201027,2026-03-25,NSE,EQ,EQ,sell,false,1.000000,292.000000,210325357,1100000094908914,2026-03-25T15:05:24
ELECTCAST,INE086A01029,2026-03-25,NSE,EQ,EQ,sell,false,27.000000,78.010002,211563903,1100000116397131,2026-03-25T15:28:11
ELECTCAST,INE086A01029,2026-03-25,NSE,EQ,EQ,sell,false,46.000000,78.010002,211567171,1100000116397131,2026-03-25T15:28:11
ELECTCAST,INE086A01029,2026-03-25,NSE,EQ,EQ,sell,false,62.000000,78.010002,211569858,1100000116397131,2026-03-25T15:28:11
TVSELECT,INE236G01019,2026-03-25,NSE,EQ,EQ,sell,false,25.000000,383.000000,610377310,1300000084112281,2026-03-25T15:28:30
TVSELECT,INE236G01019,2026-03-25,NSE,EQ,EQ,sell,false,6.000000,383.000000,610377311,1300000084112281,2026-03-25T15:28:30
IOLCP,INE485C01029,2026-03-27,NSE,EQ,EQ,sell,false,130.000000,78.940002,201107201,1100000007678350,2026-03-27T09:24:44
ACMESOLAR,INE622W01025,2026-03-27,NSE,EQ,EQ,buy,false,10.000000,269.339996,902082,1000000007590897,2026-03-27T09:29:22
ACMESOLAR,INE622W01025,2026-03-27,NSE,EQ,EQ,buy,false,16.000000,269.339996,902080,1000000007590897,2026-03-27T09:29:22
ACMESOLAR,INE622W01025,2026-03-27,NSE,EQ,EQ,buy,false,29.000000,269.339996,902081,1000000007590897,2026-03-27T09:29:22
DWARKESH,INE366A01041,2026-03-27,NSE,EQ,EQ,buy,false,100.000000,41.310001,202198074,1100000019393125,2026-03-27T09:51:06
DWARKESH,INE366A01041,2026-03-27,NSE,EQ,EQ,buy,false,211.000000,41.310001,202198075,1100000019393125,2026-03-27T09:51:06
DWARKESH,INE366A01041,2026-03-27,NSE,EQ,EQ,buy,false,50.000000,41.250000,202198073,1100000019393125,2026-03-27T09:51:06
DWARKESH,INE366A01041,2026-03-27,NSE,EQ,EQ,sell,false,121.000000,42.160000,211580703,1100000109910592,2026-03-27T15:06:06
DWARKESH,INE366A01041,2026-03-27,NSE,EQ,EQ,sell,false,240.000000,42.169998,211580702,1100000109910592,2026-03-27T15:06:06
PREMIERPOL,INE309M01020,2026-03-30,NSE,EQ,EQ,sell,false,15.000000,63.750000,402114099,1200000021660060,2026-03-30T10:02:45
PREMIERPOL,INE309M01020,2026-03-30,NSE,EQ,EQ,sell,false,32.000000,63.720001,402114101,1200000021660060,2026-03-30T10:02:45
PREMIERPOL,INE309M01020,2026-03-30,NSE,EQ,EQ,sell,false,41.000000,63.740002,402114100,1200000021660060,2026-03-30T10:02:45
PREMIERPOL,INE309M01020,2026-03-30,NSE,EQ,EQ,sell,false,80.000000,63.750000,402114098,1200000021660060,2026-03-30T10:02:45
ADANIPOWER,INE814H01029,2026-03-30,NSE,EQ,EQ,buy,false,16.000000,152.369995,4905366,1000000056801866,2026-03-30T12:50:53
SHILPAMED,INE790G01031,2026-04-01,NSE,EQ,EQ,sell,false,29.000000,355.049988,600069648,1300000000314440,2026-04-01T09:15:02
AEGISVOPAK,INE0INX01018,2026-04-01,NSE,EQ,EQ,buy,false,27.000000,164.089996,1403635,1000000011880856,2026-04-01T09:42:13
PARKHOTELS,INE988S01028,2026-04-01,NSE,EQ,EQ,buy,false,47.000000,103.279999,402017324,1200000019762633,2026-04-01T10:04:06
PARAS,INE045601023,2026-04-01,NSE,EQ,EQ,buy,false,7.000000,632.700012,402793531,1200000030081325,2026-04-01T10:40:59
CAPACITE,INE264T01014,2026-04-01,BSE,EQ,B,buy,false,22.000000,214.149994,5412200,1775019030038869006,2026-04-01T11:00:28
BEPL,INE922A01025,2026-04-01,BSE,EQ,B,buy,false,57.000000,87.199997,4966800,1775020442444345660,2026-04-01T11:19:17
SIGMA,INE0A0S01028,2026-04-01,NSE,EQ,EQ,buy,false,34.000000,38.790001,604352015,1300000045511736,2026-04-01T11:40:30
SIGMA,INE0A0S01028,2026-04-01,NSE,EQ,EQ,buy,false,38.000000,38.799999,604352017,1300000045511736,2026-04-01T11:40:30
SIGMA,INE0A0S01028,2026-04-01,NSE,EQ,EQ,buy,false,57.000000,38.790001,604352016,1300000045511736,2026-04-01T11:40:30
ORICONENT,INE730A01022,2026-04-02,NSE,EQ,EQ,buy,false,30.000000,65.410004,402922391,1200000034109028,2026-04-02T11:13:13
ORICONENT,INE730A01022,2026-04-02,NSE,EQ,EQ,buy,false,1.000000,65.349998,402922380,1200000034109028,2026-04-02T11:13:13
ORICONENT,INE730A01022,2026-04-02,NSE,EQ,EQ,buy,false,12.000000,65.480003,402922396,1200000034109028,2026-04-02T11:13:13
ORICONENT,INE730A01022,2026-04-02,NSE,EQ,EQ,buy,false,158.000000,65.260002,402922377,1200000034109028,2026-04-02T11:13:13
ORICONENT,INE730A01022,2026-04-02,NSE,EQ,EQ,buy,false,28.000000,65.430000,402922394,1200000034109028,2026-04-02T11:13:13
ORICONENT,INE730A01022,2026-04-02,NSE,EQ,EQ,buy,false,10.000000,65.300003,402922379,1200000034109028,2026-04-02T11:13:13
ORICONENT,INE730A01022,2026-04-02,NSE,EQ,EQ,buy,false,30.000000,65.449997,402922395,1200000034109028,2026-04-02T11:13:13
ORICONENT,INE730A01022,2026-04-02,NSE,EQ,EQ,buy,false,33.000000,65.389999,402922389,1200000034109028,2026-04-02T11:13:13
