symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
BHARATGEAR,INE561C01019,2026-04-16,NSE,EQ,EQ,buy,false,7.000000,115.269997,2976608,1000000027749820,2026-04-16T11:05:36
ASIANTILES,INE022I01019,2026-04-16,NSE,EQ,EQ,buy,false,26.000000,73.199997,2976832,1000000027751365,2026-04-16T11:05:37
ASIANTILES,INE022I01019,2026-04-16,NSE,EQ,EQ,buy,false,2.000000,73.230003,2976836,1000000027751365,2026-04-16T11:05:37
ASIANTILES,INE022I01019,2026-04-16,NSE,EQ,EQ,buy,false,182.000000,73.230003,2976837,1000000027751365,2026-04-16T11:05:37
ASIANTILES,INE022I01019,2026-04-16,NSE,EQ,EQ,buy,false,39.000000,73.230003,2976835,1000000027751365,2026-04-16T11:05:37
ASIANTILES,INE022I01019,2026-04-16,NSE,EQ,EQ,buy,false,4.000000,73.199997,2976833,1000000027751365,2026-04-16T11:05:37
ASIANTILES,INE022I01019,2026-04-16,NSE,EQ,EQ,buy,false,82.000000,73.230003,2976834,1000000027751365,2026-04-16T11:05:37
ASIANTILES,INE022I01019,2026-04-16,NSE,EQ,EQ,buy,false,91.000000,73.230003,2976838,1000000027751365,2026-04-16T11:05:37
3IINFOLTD,INE748C01038,2026-04-16,NSE,EQ,EQ,buy,false,1772.000000,17.350000,2976635,1000000027750277,2026-04-16T11:05:37
3IINFOLTD,INE748C01038,2026-04-16,NSE,EQ,EQ,buy,false,66.000000,17.350000,2976634,1000000027750277,2026-04-16T11:05:37
GHCLTEXTIL,INE0PA801013,2026-04-16,BSE,EQ,B,sell,false,292.000000,87.599998,12847000,1776331871377419418,2026-04-16T15:14:28
GHCLTEXTIL,INE0PA801013,2026-04-16,BSE,EQ,B,sell,false,40.000000,87.629997,12846400,1776331871377419418,2026-04-16T15:14:28
GHCLTEXTIL,INE0PA801013,2026-04-16,BSE,EQ,B,sell,false,6.000000,87.620003,12846600,1776331871377419418,2026-04-16T15:14:28
GHCLTEXTIL,INE0PA801013,2026-04-16,BSE,EQ,B,sell,false,8.000000,87.610001,12846800,1776331871377419418,2026-04-16T15:14:28
VMSTMT,INE0SJA01013,2026-04-16,NSE,EQ,EQ,buy,false,10.000000,46.689999,609660537,1300000089998450,2026-04-16T15:17:31
VMSTMT,INE0SJA01013,2026-04-16,NSE,EQ,EQ,buy,false,12.000000,46.689999,609660538,1300000089998450,2026-04-16T15:17:31
VMSTMT,INE0SJA01013,2026-04-16,NSE,EQ,EQ,buy,false,272.000000,46.700001,609660540,1300000089998450,2026-04-16T15:17:31
VMSTMT,INE0SJA01013,2026-04-16,NSE,EQ,EQ,buy,false,343.000000,46.700001,609660539,1300000089998450,2026-04-16T15:17:31
VMSTMT,INE0SJA01013,2026-04-16,NSE,EQ,EQ,buy,false,45.000000,46.689999,609660536,1300000089998450,2026-04-16T15:17:31
JYOTISTRUC,INE197A01024,2026-04-17,NSE,EQ,EQ,sell,false,2381.000000,13.620000,200342909,1100000001881772,2026-04-17T09:16:47
PILITA,INE600A01035,2026-04-17,NSE,EQ,EQ,sell,false,3037.000000,7.690000,403672425,1200000006331498,2026-04-17T09:26:25
XTGLOBAL,INE547B01028,2026-04-17,NSE,EQ,EQ,buy,false,100.000000,31.549999,604426274,1300000042407910,2026-04-17T11:16:31
XTGLOBAL,INE547B01028,2026-04-17,NSE,EQ,EQ,buy,false,46.000000,31.549999,604426272,1300000042407910,2026-04-17T11:16:31
XTGLOBAL,INE547B01028,2026-04-17,NSE,EQ,EQ,buy,false,511.000000,31.549999,604426275,1300000042407910,2026-04-17T11:16:31
XTGLOBAL,INE547B01028,2026-04-17,NSE,EQ,EQ,buy,false,96.000000,31.549999,604426273,1300000042407910,2026-04-17T11:16:31
XTGLOBAL,INE547B01028,2026-04-17,NSE,EQ,EQ,sell,false,20.000000,32.860001,608121040,1300000043020057,2026-04-17T11:19:06
XTGLOBAL,INE547B01028,2026-04-17,NSE,EQ,EQ,sell,false,20.000000,32.860001,608121256,1300000043020057,2026-04-17T11:19:06
XTGLOBAL,INE547B01028,2026-04-17,NSE,EQ,EQ,sell,false,210.000000,32.860001,608128859,1300000043020057,2026-04-17T11:19:06
XTGLOBAL,INE547B01028,2026-04-17,NSE,EQ,EQ,sell,false,503.000000,32.860001,608075126,1300000043020057,2026-04-17T11:19:06
KELLTONTEC,INE164B01030,2026-04-17,NSE,EQ,EQ,buy,false,1412.000000,15.900000,404354199,1200000046446398,2026-04-17T11:59:44
KELLTONTEC,INE164B01030,2026-04-17,NSE,EQ,EQ,buy,false,75.000000,15.900000,404354111,1200000046446398,2026-04-17T11:59:44
PRSMJOHNSN,INE010A01011,2026-04-17,BSE,EQ,B,sell,false,29.000000,124.599998,3380800,1776401022467817368,2026-04-17T12:02:55
ASIANTILES,INE022I01019,2026-04-17,BSE,EQ,B,sell,false,3.000000,75.379997,5958000,1776406424556886763,2026-04-17T13:03:28
ASIANTILES,INE022I01019,2026-04-17,BSE,EQ,B,sell,false,243.000000,75.400002,5957800,1776406424556886763,2026-04-17T13:03:28
ASIANTILES,INE022I01019,2026-04-17,BSE,EQ,B,sell,false,495.000000,75.360001,5958400,1776406424556886763,2026-04-17T13:03:28
ASIANTILES,INE022I01019,2026-04-17,BSE,EQ,B,sell,false,52.000000,75.370003,5958200,1776406424556886763,2026-04-17T13:03:28
BASML,INE186H01022,2026-04-17,NSE,EQ,EQ,buy,false,400.000000,23.230000,5253412,1000000050805065,2026-04-17T13:06:35
BASML,INE186H01022,2026-04-17,NSE,EQ,EQ,buy,false,942.000000,23.230000,5253413,1000000050805065,2026-04-17T13:06:35
MOKSH,INE514Y01020,2026-04-17,NSE,EQ,EQ,buy,false,2.000000,11.750000,406617350,1200000072271624,2026-04-17T14:19:27
MOKSH,INE514Y01020,2026-04-17,NSE,EQ,EQ,buy,false,24.000000,11.750000,406617346,1200000072271624,2026-04-17T14:19:27
MOKSH,INE514Y01020,2026-04-17,NSE,EQ,EQ,buy,false,6.000000,11.750000,406617276,1200000072271624,2026-04-17T14:19:27
MOKSH,INE514Y01020,2026-04-17,NSE,EQ,EQ,buy,false,1.000000,11.750000,406622007,1200000072271624,2026-04-17T14:20:09
MOKSH,INE514Y01020,2026-04-17,NSE,EQ,EQ,buy,false,500.000000,11.750000,406621995,1200000072271624,2026-04-17T14:20:09
MOKSH,INE514Y01020,2026-04-17,NSE,EQ,EQ,buy,false,50.000000,11.750000,406622004,1200000072271624,2026-04-17T14:20:09
MOKSH,INE514Y01020,2026-04-17,NSE,EQ,EQ,buy,false,5.000000,11.750000,406622006,1200000072271624,2026-04-17T14:20:09
MOKSH,INE514Y01020,2026-04-17,NSE,EQ,EQ,buy,false,10.000000,12.090000,406802779,1200000072271624,2026-04-17T14:28:56
MOKSH,INE514Y01020,2026-04-17,NSE,EQ,EQ,buy,false,1362.000000,12.100000,406802780,1200000072271624,2026-04-17T14:28:56
